,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
0,2010-01-04,0.5394419541541455,0.3292142503557666,0.5537399277962689,0.5382164092151174,0.16640624544242227,0.5394419541541455,0.3292142503557666,0.5537399277962689,0.5382164092151174,0.16640624544242227,12.398208618164062
1,2010-01-05,0.5496548286460469,0.313217617135061,0.5504718079588604,0.5198333364227722,0.18890129560581573,0.010212874491901336,-0.015996633220705603,-0.0032681198374084897,-0.01838307279234519,0.022495050163393454,11.795775413513182
2,2010-01-06,0.5310674477173251,0.3082109788932577,0.5331100226157053,0.5094162044410329,0.2314937669719485,-0.01858738092872181,-0.005006638241803364,-0.017361785343155134,-0.010417131981739323,0.04259247136613281,11.60722541809082
3,2010-01-07,0.5126843242784414,0.2945344382787348,0.5126843242784414,0.4877650118112794,0.25303539116042123,-0.01838312343888371,-0.013676540614522836,-0.02042569833726393,-0.021651192629753516,0.02154162418847269,11.092166900634766
4,2010-01-08,0.4840883769941948,0.2798810019060319,0.4840883769941948,0.4493647556613461,0.3451069120864573,-0.02859594728424658,-0.014653436372702944,-0.02859594728424658,-0.03840025614993331,0.0920715209260361,10.540318489074707
5,2010-01-11,0.4677478284536913,0.2732868985609597,0.4722414932301278,0.4514073305597263,0.2278135457224736,-0.01634054854050349,-0.006594103345072211,-0.011846883764066951,0.0020425748983802787,-0.11729336636398376,10.29198455810547
6,2010-01-12,0.4593733220168708,0.2828116385340339,0.473262780679318,0.4550839147302722,0.25970730643449663,-0.008374506436820528,0.009524739973074237,0.001021287449190167,0.003676584170545894,0.031893760712023045,10.650686264038086
7,2010-01-13,0.461415896915251,0.2751186319194947,0.4699947114884481,0.4575350046083285,0.15614572239751906,0.0020425748983802787,-0.007693006614539199,-0.0032680691908699155,0.002451089878056312,-0.1035615840369776,10.360967636108398
8,2010-01-14,0.465296738575635,0.27792721038967144,0.4673393641205538,0.4573307471184905,0.10901410543329028,0.0038808416603839384,0.002808578470176737,-0.002655347367894301,-0.00020425748983798897,-0.04713161696422875,10.4667387008667
9,2010-01-15,0.4673393641205538,0.2819568769034869,0.4724457507199658,0.4648882742424975,0.13972881305290044,0.002042625544918797,0.004029666513815422,0.005106386599412094,0.007557527124006923,0.030714707619610163,10.61849594116211
10,2010-01-18,0.4728542656996419,0.2782935621260323,0.4728542656996419,0.4585562920575187,0.1298034263562998,0.005514901579088127,-0.0036633147774545742,0.0004085149796760335,-0.006331982184978768,-0.009925386696600648,10.480535507202148
11,2010-01-19,0.4687691665494199,0.2751186319194947,0.4687691665494199,0.4575350046083285,0.12127929714555362,-0.0040850991502219824,-0.003174930206537585,-0.0040850991502219824,-0.001021287449190167,-0.008524129210746176,10.360967636108398
12,2010-01-20,0.4601903519762229,0.2625410705442467,0.4605988669558989,0.4387433661897687,0.1690261039108454,-0.008578814573197036,-0.012577561375248014,-0.008170299593521002,-0.0187916384185598,0.047746806765291784,9.887296676635742
13,2010-01-21,0.4383349018566312,0.2591218974057121,0.4409902492245255,0.4279177698748919,0.11778357650854895,-0.02185545011959167,-0.0034191731385345703,-0.0196086177313734,-0.010825596314876841,-0.05124252740229647,9.758530616760254
14,2010-01-22,0.42893910797062057,0.2642506191286101,0.4458923783340996,0.4142326193488213,0.15678582561137727,-0.009395793886010641,0.005128721722897967,0.004902129109574105,-0.013685150526070609,0.03900224910282833,9.951678276062012
15,2010-01-25,0.4350667820192228,0.26022095261479466,0.4444625759052334,0.4240369028912387,0.08375404316453987,0.006127674048602204,-0.004029666513815422,-0.0014298024288662006,0.009804283542417414,-0.0730317824468374,9.799921035766602
16,2010-01-26,0.4338412370801946,0.26083149663661404,0.4422157941635537,0.4313901472021384,0.08778297326240445,-0.001225544939028156,0.0006105440218193702,-0.0022467817416797486,0.007353244310899677,0.0040289300978645776,9.822914123535156
17,2010-01-27,0.4375178718972791,0.2535047657886279,0.4391519318159833,0.4146411090052281,0.07926265784166422,0.003676634817084468,-0.007326730847986129,-0.0030638623475703897,-0.016749038196910315,-0.008520315420740221,9.546989440917967
18,2010-01-28,0.4209730658669376,0.2516730830766313,0.4275093055417544,0.4187262334787193,0.06782126988501319,-0.01654480603034153,-0.0018316827119965737,-0.011642626274228908,0.004085124473491243,-0.011441387956651032,9.478008270263672
19,2010-01-29,0.4213815808466136,0.2458116832042809,0.4246496753607528,0.41014744422879146,0.0800240740202178,0.0004085149796760335,-0.005861399872350431,-0.0028596301810016045,-0.008578789249927832,0.012202804135204607,9.257267951965332
20,2010-02-01,0.4081048946536805,0.2375081072446531,0.4081048946536805,0.3952367234404234,0.08441817361421168,-0.013276686192933096,-0.008303575959627829,-0.016544780707072267,-0.014910720788368024,0.0043940995939938795,8.944555282592773
21,2010-02-02,0.3993218479139147,0.24202620897592395,0.41668368390360827,0.3972792983388037,0.11837101497781892,-0.00878304673976582,0.004518101731270875,0.008578789249927776,0.0020425748983802228,0.03395284136360724,9.114706993103027
22,2010-02-03,0.4044282851598653,0.2499634585224601,0.4183177438223125,0.3880877366193618,0.0917748776661379,0.005106437245950613,0.007937249546536185,0.0016340599187042448,-0.009191561719441854,-0.02659613731168102,9.413623809814453
23,2010-02-04,0.4172964310498531,0.2498414003646349,0.4215858383364517,0.4109644995114128,0.06626060817529766,0.012868145889987805,-0.00012205815782526108,0.003268094514139175,0.02287676289205104,-0.02551426949084024,9.409027099609377
24,2010-02-05,0.4099432120622227,0.2460559514595472,0.4146411090052281,0.4046325173264341,0.05481110470313068,-0.007353218987630361,-0.003785448905087668,-0.0069447293312236424,-0.006331982184978768,-0.011449503472166986,9.266467094421387
25,2010-02-08,0.4119857616373337,0.2458116832042809,0.4179092035193672,0.41014744422879146,0.02606914185297569,0.0020425495751109635,-0.00024426825526630003,0.0032680945141391193,0.005514926902357387,-0.028741962850154987,9.257267951965332
26,2010-02-09,0.4103517270418988,0.24410210929664825,0.41259853410684777,0.4068793497146523,0.026305334926787174,-0.00163403459543493,-0.0017095739076326832,-0.005310669412519398,-0.003268094514139175,0.0002361930738114873,9.192885398864746
27,2010-02-10,0.4128027915966858,0.2524057612260838,0.4240369028912387,0.4109644995114128,0.056453789806182035,0.0024510645547870524,0.008303651929435607,0.01143836878439092,0.004085149796760557,0.030148454879394864,9.505600929260254
28,2010-02-11,0.4234241304217246,0.2577787005577096,0.4379263868769551,0.4209730658669376,0.07892330587411704,0.010621338825038795,0.005372939331625748,0.013889483985716431,0.010008566355524716,0.022469516067935,9.707945823669434
29,2010-02-12,0.436905099427765,0.258999763278079,0.4377221293871171,0.42914331481392,0.04262006483643925,0.0134809690060404,0.0012210627203694258,-0.00020425748983798897,0.008170248946982483,-0.036303241037677784,9.753931045532227
30,2010-02-22,0.4332284646106805,0.2522836270984508,0.4332284646106805,0.4213815808466136,0.04158657797348201,-0.003676634817084468,-0.0067161361796282395,-0.00449366477643659,-0.00776173396730645,-0.0010334868629572405,9.501001358032227
31,2010-02-23,0.4189305162918266,0.25948824914207297,0.436700841937927,0.4189305162918266,0.07483722991810124,-0.014297948318853946,0.007204622043622211,0.0034723773272464786,-0.002451064554786997,0.03325065194461923,9.772327423095703
32,2010-02-24,0.4340454945700327,0.2599766843595285,0.4362923269582509,0.4277135630315924,0.05233125861004353,0.015114978278206069,0.0004884352174555073,-0.00040851497967608896,0.00878304673976582,-0.02250597130805771,9.790721893310547
33,2010-02-25,0.4354752969988989,0.2621747441311551,0.4442583184153954,0.4354752969988989,0.07117981247791867,0.0014298024288662006,0.0021980597716266263,0.007965991457144495,0.00776173396730645,0.018848553867875144,9.87350082397461
34,2010-02-26,0.4385391593464692,0.2686467133485941,0.4538583697912441,0.4334327221005186,0.10186972149308753,0.003063862347570334,0.006471969217439033,0.009600051375848684,-0.0020425748983802787,0.03068990901516885,10.11723518371582
35,2010-03-01,0.4503860431105362,0.2686467133485941,0.4573307471184905,0.4483434682121559,0.06918095598347451,0.011846883764066951,0.0,0.003472377327246423,0.01491074611163734,-0.03268876550961301,10.11723518371582
36,2010-03-02,0.4493647556613461,0.2663265194493344,0.4554924803564868,0.44384980343571934,0.05592603374213216,-0.0010212874491901114,-0.002320193899259748,-0.0018382667620037152,-0.00449366477643659,-0.013254922241342358,10.02985668182373
37,2010-03-03,0.4454838633544236,0.26840241977005863,0.4514073305597263,0.4393561386592828,0.04848969215797449,-0.003880892306922457,0.0020759003207242444,-0.004085149796760501,-0.004493664776436535,-0.007436341584157666,10.10803508758545
38,2010-03-04,0.4493647556613461,0.2660822765173373,0.4597818369965469,0.4442583184153954,0.08007400489087893,0.003880892306922457,-0.002320143252721285,0.008374506436820528,0.004902179756112624,0.031584312732904435,10.02065849304199
39,2010-03-05,0.44364554594588135,0.2681582021613309,0.4507945580902122,0.4432370309662053,0.04430584253757288,-0.0057192097154646895,0.002075925643993559,-0.008987278906334606,-0.0010212874491901114,-0.03576816235330605,10.098837852478027
40,2010-03-08,0.4499775281308601,0.2685245538976917,0.4522243605190784,0.4452796058645856,0.03692360080242716,0.006331982184978768,0.00036635173636084817,0.0014298024288661446,0.0020425748983802228,-0.007382241735145721,10.112634658813477
41,2010-03-09,0.4463008933137757,0.2680361186802363,0.4552881722201103,0.4463008933137757,0.06794069209963031,-0.003676634817084468,-0.0004884352174554518,0.003063811701031871,0.0010212874491901114,0.031017091297203155,10.094240188598633
42,2010-03-10,0.4473221807629658,0.2580229181664373,0.4473221807629658,0.4297560872834341,0.0714708624183256,0.001021287449190167,-0.010013200513799005,-0.007965991457144439,-0.01654480603034153,0.0035301703186952915,9.717143058776855
43,2010-03-11,0.42893910797062057,0.25045199503299265,0.4346582670395467,0.41668368390360827,0.05382614948402148,-0.018383072792345245,-0.007570923133444651,-0.012663913723419074,-0.013072403379825848,-0.017644712934304127,9.43202209472656
44,2010-03-12,0.4191347484583953,0.2492308563428155,0.42240286829580376,0.4130070744097931,0.03882481996740576,-0.0098043595122253,-0.001221138690177176,-0.012255398743742985,-0.0036766094938151532,-0.015001329516615716,9.38603401184082
45,2010-03-15,0.41668368390360827,0.24446848635627835,0.4168879413934463,0.4064708347349763,0.03488662075896775,-0.002451064554786997,-0.004762369986537118,-0.005514926902357442,-0.006536239674816814,-0.003938199208438013,9.206683158874512
46,2010-03-16,0.40892192461303256,0.24324732234283186,0.4115772719809269,0.4009559331558882,0.033704238224291916,-0.007761759290575709,-0.0012211640134465185,-0.005310669412519398,-0.005514901579088127,-0.001182382534675841,9.160694122314453
47,2010-03-17,0.4076963796740045,0.2498414003646349,0.4183177438223125,0.4064708347349763,0.04848474104771277,-0.0012255449390281006,0.006594078021803035,0.006740471841385598,0.005514901579088127,0.01478050282342086,9.409027099609377
48,2010-03-18,0.4187262334787193,0.2469107130900942,0.41995177841774745,0.4119857616373337,0.05225792477399312,0.011029853804714829,-0.0029306872745406554,0.00163403459543493,0.005514926902357387,0.0037731837262803478,9.298657417297363
49,2010-03-19,0.4134155640662,0.2488644539599161,0.4177049713527984,0.4109644995114128,0.037734380985394514,-0.005310669412519342,0.0019537408698218905,-0.002246807064949008,-0.0010212621259208519,-0.01452354378859861,9.372235298156738
